datetime,PM2.5
2024-01-04 06:00:00,42.06
2024-01-04 07:00:00,35.01
2024-01-04 08:00:00,38.52
2024-01-04 09:00:00,37.57
2024-01-04 10:00:00,37.53
2024-01-04 11:00:00,27.63
2024-01-04 12:00:00,22.57
2024-01-04 13:00:00,19.31
2024-01-04 14:00:00,19.65
2024-01-04 15:00:00,14.48
2024-01-04 16:00:00,9.23
2024-01-04 17:00:00,10.56
2024-01-04 18:00:00,8.51
2024-01-04 19:00:00,11.35
2024-01-04 20:00:00,7.55
2024-01-04 21:00:00,10.77
2024-01-04 22:00:00,13.4
2024-01-04 23:00:00,13.53
2024-01-05 00:00:00,22.42
2024-01-05 01:00:00,25.93
2024-01-05 02:00:00,28.52
2024-01-05 03:00:00,30.65
2024-01-05 04:00:00,29.24
2024-01-05 05:00:00,33.48
2024-01-05 06:00:00,33.98
2024-01-05 07:00:00,31.86
2024-01-05 08:00:00,32.07
2024-01-05 09:00:00,31.16
2024-01-05 10:00:00,32.29
2024-01-05 11:00:00,23.34
2024-01-05 12:00:00,19.52
2024-01-05 13:00:00,14.46
2024-01-05 14:00:00,5.13
2024-01-05 15:00:00,7.54
2024-01-05 16:00:00,5.26
2024-01-05 17:00:00,10.83
2024-01-05 18:00:00,5.0
2024-01-05 19:00:00,5.0
2024-01-05 20:00:00,5.0
2024-01-05 21:00:00,5.0
2024-01-05 22:00:00,13.28
2024-01-05 23:00:00,15.65
2024-01-06 00:00:00,19.57
2024-01-06 01:00:00,18.29
2024-01-06 02:00:00,28.8
2024-01-06 03:00:00,23.45
2024-01-06 04:00:00,31.77
2024-01-06 05:00:00,38.07
2024-01-06 06:00:00,29.03
2024-01-06 07:00:00,29.8
2024-01-06 08:00:00,30.31
2024-01-06 09:00:00,26.15
2024-01-06 10:00:00,19.94
2024-01-06 11:00:00,21.23
2024-01-06 12:00:00,14.01
2024-01-06 13:00:00,14.81
2024-01-06 14:00:00,7.1
2024-01-06 15:00:00,11.49
2024-01-06 16:00:00,5.0
2024-01-06 17:00:00,5.0
2024-01-06 18:00:00,5.23
2024-01-06 19:00:00,5.0
2024-01-06 20:00:00,5.76
2024-01-06 21:00:00,11.54
2024-01-06 22:00:00,6.07
2024-01-06 23:00:00,15.23
2024-01-07 00:00:00,19.52
2024-01-07 01:00:00,25.16
2024-01-07 02:00:00,22.92
2024-01-07 03:00:00,25.99
2024-01-07 04:00:00,34.11
2024-01-07 05:00:00,35.16
2024-01-07 06:00:00,35.76
2024-01-07 07:00:00,35.78
2024-01-07 08:00:00,31.44
2024-01-07 09:00:00,32.05
2024-01-07 10:00:00,29.38
2024-01-07 11:00:00,23.0
2024-01-07 12:00:00,27.13
2024-01-07 13:00:00,19.34
2024-01-07 14:00:00,11.0
2024-01-07 15:00:00,13.72
2024-01-07 16:00:00,6.73
2024-01-07 17:00:00,10.8
2024-01-07 18:00:00,11.7
2024-01-07 19:00:00,6.56
2024-01-07 20:00:00,13.71
2024-01-07 21:00:00,14.74
2024-01-07 22:00:00,19.37
2024-01-07 23:00:00,26.51
2024-01-08 00:00:00,24.26
2024-01-08 01:00:00,26.92
2024-01-08 02:00:00,30.43
2024-01-08 03:00:00,34.05
2024-01-08 04:00:00,38.95
2024-01-08 05:00:00,42.0
2024-01-08 06:00:00,42.61
2024-01-08 07:00:00,44.04
2024-01-08 08:00:00,40.39
2024-01-08 09:00:00,42.61
2024-01-08 10:00:00,34.63
2024-01-08 11:00:00,40.24
2024-01-08 12:00:00,30.35
2024-01-08 13:00:00,22.28
2024-01-08 14:00:00,18.29
2024-01-08 15:00:00,20.1
2024-01-08 16:00:00,15.85
2024-01-08 17:00:00,17.4
2024-01-08 18:00:00,16.41
2024-01-08 19:00:00,15.51
2024-01-08 20:00:00,14.91
2024-01-08 21:00:00,15.51
2024-01-08 22:00:00,22.02
2024-01-08 23:00:00,29.75
2024-01-09 00:00:00,31.9
2024-01-09 01:00:00,31.58
2024-01-09 02:00:00,39.63
2024-01-09 03:00:00,43.54
2024-01-09 04:00:00,42.27
2024-01-09 05:00:00,47.02
2024-01-09 06:00:00,47.38
2024-01-09 07:00:00,43.39
2024-01-09 08:00:00,46.51
2024-01-09 09:00:00,44.84
2024-01-09 10:00:00,43.39
2024-01-09 11:00:00,39.77
2024-01-09 12:00:00,28.67
2024-01-09 13:00:00,26.16
2024-01-09 14:00:00,26.96
2024-01-09 15:00:00,23.88
2024-01-09 16:00:00,21.53
2024-01-09 17:00:00,30.06
2024-01-09 18:00:00,19.71
2024-01-09 19:00:00,21.91
2024-01-09 20:00:00,22.85
2024-01-09 21:00:00,24.3
2024-01-09 22:00:00,24.46
2024-01-09 23:00:00,31.26
2024-01-10 00:00:00,30.48
2024-01-10 01:00:00,35.9
2024-01-10 02:00:00,38.69
2024-01-10 03:00:00,43.4
2024-01-10 04:00:00,52.38
2024-01-10 05:00:00,41.22
2024-01-10 06:00:00,49.27
2024-01-10 07:00:00,41.72
2024-01-10 08:00:00,43.5
2024-01-10 09:00:00,45.65
2024-01-10 10:00:00,39.3
2024-01-10 11:00:00,32.09
2024-01-10 12:00:00,29.11
2024-01-10 13:00:00,29.22
2024-01-10 14:00:00,21.17
2024-01-10 15:00:00,20.7
2024-01-10 16:00:00,17.59
2024-01-10 17:00:00,13.77
2024-01-10 18:00:00,21.42
2024-01-10 19:00:00,17.16
2024-01-10 20:00:00,10.44
2024-01-10 21:00:00,19.21
2024-01-10 22:00:00,19.51
2024-01-10 23:00:00,27.41
2024-01-11 00:00:00,26.09
2024-01-11 01:00:00,31.74
2024-01-11 02:00:00,36.94
2024-01-11 03:00:00,40.85
2024-01-11 04:00:00,36.75
2024-01-11 05:00:00,40.56
2024-01-11 06:00:00,40.36
2024-01-11 07:00:00,39.02
2024-01-11 08:00:00,44.48
2024-01-11 09:00:00,37.72
2024-01-11 10:00:00,29.32
2024-01-11 11:00:00,31.94
2024-01-11 12:00:00,31.37
2024-01-11 13:00:00,23.92
2024-01-11 14:00:00,12.34
2024-01-11 15:00:00,12.04
2024-01-11 16:00:00,14.62
2024-01-11 17:00:00,6.9
2024-01-11 18:00:00,9.55
2024-01-11 19:00:00,10.76
2024-01-11 20:00:00,6.87
2024-01-11 21:00:00,11.57
2024-01-11 22:00:00,5.0
2024-01-11 23:00:00,14.85
2024-01-12 00:00:00,20.77
2024-01-12 01:00:00,21.4
2024-01-12 02:00:00,33.4
2024-01-12 03:00:00,27.06
2024-01-12 04:00:00,32.16
2024-01-12 05:00:00,35.13
2024-01-12 06:00:00,39.34
2024-01-12 07:00:00,29.96
2024-01-12 08:00:00,36.04
2024-01-12 09:00:00,29.98
2024-01-12 10:00:00,23.69
2024-01-12 11:00:00,24.2
2024-01-12 12:00:00,19.34
2024-01-12 13:00:00,12.88
2024-01-12 14:00:00,11.1
2024-01-12 15:00:00,6.46
2024-01-12 16:00:00,5.42
2024-01-12 17:00:00,5.42
2024-01-12 18:00:00,7.55
2024-01-12 19:00:00,5.0
2024-01-12 20:00:00,10.96
2024-01-12 21:00:00,5.0
2024-01-12 22:00:00,9.4
2024-01-12 23:00:00,15.16
2024-01-13 00:00:00,18.04
2024-01-13 01:00:00,19.15
2024-01-13 02:00:00,23.96
2024-01-13 03:00:00,26.18
2024-01-13 04:00:00,28.24
2024-01-13 05:00:00,34.04
2024-01-13 06:00:00,33.07
2024-01-13 07:00:00,29.42
2024-01-13 08:00:00,32.71
2024-01-13 09:00:00,28.58
2024-01-13 10:00:00,27.03
2024-01-13 11:00:00,22.91
2024-01-13 12:00:00,14.71
2024-01-13 13:00:00,11.71
2024-01-13 14:00:00,12.1
2024-01-13 15:00:00,8.67
2024-01-13 16:00:00,5.0
2024-01-13 17:00:00,5.0
2024-01-13 18:00:00,6.63
2024-01-13 19:00:00,5.0
2024-01-13 20:00:00,6.72
2024-01-13 21:00:00,7.01
2024-01-13 22:00:00,10.24
2024-01-13 23:00:00,17.98
2024-01-14 00:00:00,21.22
2024-01-14 01:00:00,25.26
2024-01-14 02:00:00,30.55
2024-01-14 03:00:00,30.01
2024-01-14 04:00:00,34.59
2024-01-14 05:00:00,33.34
2024-01-14 06:00:00,35.98
2024-01-14 07:00:00,34.35
2024-01-14 08:00:00,33.77
2024-01-14 09:00:00,33.14
2024-01-14 10:00:00,26.05
2024-01-14 11:00:00,31.42
2024-01-14 12:00:00,18.51
2024-01-14 13:00:00,14.28
2024-01-14 14:00:00,18.05
2024-01-14 15:00:00,14.13
2024-01-14 16:00:00,11.52
2024-01-14 17:00:00,10.33
2024-01-14 18:00:00,8.18
2024-01-14 19:00:00,6.33
2024-01-14 20:00:00,11.04
2024-01-14 21:00:00,11.47
2024-01-14 22:00:00,19.83
2024-01-14 23:00:00,20.38
2024-01-15 00:00:00,22.52
2024-01-15 01:00:00,28.22
2024-01-15 02:00:00,34.34
2024-01-15 03:00:00,34.81
2024-01-15 04:00:00,36.72
2024-01-15 05:00:00,41.71
2024-01-15 06:00:00,42.52
2024-01-15 07:00:00,40.04
2024-01-15 08:00:00,38.94
2024-01-15 09:00:00,38.94
2024-01-15 10:00:00,31.08
2024-01-15 11:00:00,27.86
2024-01-15 12:00:00,26.32
2024-01-15 13:00:00,24.22
2024-01-15 14:00:00,22.43
2024-01-15 15:00:00,23.08
2024-01-15 16:00:00,19.09
2024-01-15 17:00:00,14.78
2024-01-15 18:00:00,14.93
2024-01-15 19:00:00,12.72
2024-01-15 20:00:00,17.4
2024-01-15 21:00:00,19.18
2024-01-15 22:00:00,24.33
2024-01-15 23:00:00,24.7
2024-01-16 00:00:00,32.81
2024-01-16 01:00:00,39.92
2024-01-16 02:00:00,38.78
2024-01-16 03:00:00,43.59
2024-01-16 04:00:00,46.99
2024-01-16 05:00:00,45.36
2024-01-16 06:00:00,47.88
2024-01-16 07:00:00,46.86
2024-01-16 08:00:00,45.73
2024-01-16 09:00:00,40.84
2024-01-16 10:00:00,40.22
2024-01-16 11:00:00,38.1
2024-01-16 12:00:00,37.15
2024-01-16 13:00:00,31.86
2024-01-16 14:00:00,31.87
2024-01-16 15:00:00,20.04
2024-01-16 16:00:00,22.6
2024-01-16 17:00:00,19.06
2024-01-16 18:00:00,24.57
2024-01-16 19:00:00,16.08
2024-01-16 20:00:00,17.47
2024-01-16 21:00:00,20.54
2024-01-16 22:00:00,19.04
2024-01-16 23:00:00,27.4
2024-01-17 00:00:00,30.52
2024-01-17 01:00:00,37.06
2024-01-17 02:00:00,41.17
2024-01-17 03:00:00,48.79
2024-01-17 04:00:00,48.29
2024-01-17 05:00:00,45.09
2024-01-17 06:00:00,44.51
2024-01-17 07:00:00,48.04
2024-01-17 08:00:00,40.96
2024-01-17 09:00:00,47.87
2024-01-17 10:00:00,42.65
2024-01-17 11:00:00,33.91
2024-01-17 12:00:00,26.12
2024-01-17 13:00:00,31.24
2024-01-17 14:00:00,23.02
2024-01-17 15:00:00,23.76
2024-01-17 16:00:00,12.67
2024-01-17 17:00:00,13.93
2024-01-17 18:00:00,15.0
2024-01-17 19:00:00,15.4
2024-01-17 20:00:00,15.17
2024-01-17 21:00:00,20.52
2024-01-17 22:00:00,18.3
2024-01-17 23:00:00,24.43
2024-01-18 00:00:00,28.83
2024-01-18 01:00:00,33.62
2024-01-18 02:00:00,37.56
2024-01-18 03:00:00,34.87
2024-01-18 04:00:00,35.75
2024-01-18 05:00:00,45.39
2024-01-18 06:00:00,42.78
2024-01-18 07:00:00,38.73
2024-01-18 08:00:00,43.84
2024-01-18 09:00:00,36.85
2024-01-18 10:00:00,36.64
2024-01-18 11:00:00,29.38
2024-01-18 12:00:00,31.18
2024-01-18 13:00:00,26.08
2024-01-18 14:00:00,16.16
2024-01-18 15:00:00,16.41
2024-01-18 16:00:00,12.75
2024-01-18 17:00:00,13.13
2024-01-18 18:00:00,5.33
2024-01-18 19:00:00,10.5
2024-01-18 20:00:00,12.83
2024-01-18 21:00:00,6.47
2024-01-18 22:00:00,11.03
2024-01-18 23:00:00,11.8
2024-01-19 00:00:00,20.72
2024-01-19 01:00:00,27.3
2024-01-19 02:00:00,33.01
2024-01-19 03:00:00,31.57
2024-01-19 04:00:00,38.37
2024-01-19 05:00:00,30.6
2024-01-19 06:00:00,29.9
2024-01-19 07:00:00,34.1
2024-01-19 08:00:00,33.7
2024-01-19 09:00:00,29.85
2024-01-19 10:00:00,20.43
2024-01-19 11:00:00,22.55
2024-01-19 12:00:00,14.83
2024-01-19 13:00:00,16.69
2024-01-19 14:00:00,11.99
2024-01-19 15:00:00,5.0
2024-01-19 16:00:00,5.0
2024-01-19 17:00:00,5.0
2024-01-19 18:00:00,5.0
2024-01-19 19:00:00,6.04
2024-01-19 20:00:00,5.0
2024-01-19 21:00:00,8.35
2024-01-19 22:00:00,8.26
2024-01-19 23:00:00,11.01
2024-01-20 00:00:00,16.88
2024-01-20 01:00:00,17.92
2024-01-20 02:00:00,22.93
2024-01-20 03:00:00,24.06
2024-01-20 04:00:00,35.91
2024-01-20 05:00:00,31.6
2024-01-20 06:00:00,29.9
2024-01-20 07:00:00,32.14
2024-01-20 08:00:00,29.68
2024-01-20 09:00:00,26.99
2024-01-20 10:00:00,26.43
2024-01-20 11:00:00,23.29
2024-01-20 12:00:00,15.61
2024-01-20 13:00:00,11.66
2024-01-20 14:00:00,9.03
2024-01-20 15:00:00,5.0
2024-01-20 16:00:00,5.0
2024-01-20 17:00:00,7.28
2024-01-20 18:00:00,7.73
2024-01-20 19:00:00,5.0
2024-01-20 20:00:00,6.81
2024-01-20 21:00:00,8.55
2024-01-20 22:00:00,20.13
2024-01-20 23:00:00,18.04
2024-01-21 00:00:00,18.36
2024-01-21 01:00:00,19.95
2024-01-21 02:00:00,21.82
2024-01-21 03:00:00,30.56
2024-01-21 04:00:00,30.28
2024-01-21 05:00:00,30.0
2024-01-21 06:00:00,33.07
2024-01-21 07:00:00,31.49
2024-01-21 08:00:00,38.55
2024-01-21 09:00:00,34.0
2024-01-21 10:00:00,28.48
2024-01-21 11:00:00,29.58
2024-01-21 12:00:00,21.76
2024-01-21 13:00:00,15.33
2024-01-21 14:00:00,19.15
2024-01-21 15:00:00,13.37
2024-01-21 16:00:00,6.54
2024-01-21 17:00:00,7.87
2024-01-21 18:00:00,5.59
2024-01-21 19:00:00,5.0
2024-01-21 20:00:00,13.6
2024-01-21 21:00:00,19.23
2024-01-21 22:00:00,12.71
2024-01-21 23:00:00,22.51
2024-01-22 00:00:00,23.05
2024-01-22 01:00:00,27.72
2024-01-22 02:00:00,31.32
2024-01-22 03:00:00,33.91
2024-01-22 04:00:00,39.33
2024-01-22 05:00:00,38.48
2024-01-22 06:00:00,42.59
2024-01-22 07:00:00,41.41
2024-01-22 08:00:00,39.63
2024-01-22 09:00:00,35.53
2024-01-22 10:00:00,33.69
2024-01-22 11:00:00,34.35
2024-01-22 12:00:00,29.97
2024-01-22 13:00:00,21.92
2024-01-22 14:00:00,21.8
2024-01-22 15:00:00,20.9
2024-01-22 16:00:00,11.51
2024-01-22 17:00:00,16.89
2024-01-22 18:00:00,13.0
2024-01-22 19:00:00,17.44
2024-01-22 20:00:00,15.16
2024-01-22 21:00:00,14.64
2024-01-22 22:00:00,18.48
2024-01-22 23:00:00,27.33
2024-01-23 00:00:00,32.03
2024-01-23 01:00:00,32.61
2024-01-23 02:00:00,41.03
2024-01-23 03:00:00,37.4
2024-01-23 04:00:00,44.72
2024-01-23 05:00:00,42.93
2024-01-23 06:00:00,45.25
2024-01-23 07:00:00,46.96
2024-01-23 08:00:00,42.86
2024-01-23 09:00:00,42.0
2024-01-23 10:00:00,43.16
2024-01-23 11:00:00,34.88
2024-01-23 12:00:00,35.31
2024-01-23 13:00:00,25.59
2024-01-23 14:00:00,27.0
2024-01-23 15:00:00,26.67
2024-01-23 16:00:00,12.57
2024-01-23 17:00:00,16.11
2024-01-23 18:00:00,19.73
2024-01-23 19:00:00,17.9
2024-01-23 20:00:00,21.1
2024-01-23 21:00:00,20.53
2024-01-23 22:00:00,25.67
2024-01-23 23:00:00,28.51
2024-01-24 00:00:00,36.3
2024-01-24 01:00:00,37.37
2024-01-24 02:00:00,41.16
2024-01-24 03:00:00,41.92
2024-01-24 04:00:00,43.97
2024-01-24 05:00:00,45.52
2024-01-24 06:00:00,48.39
2024-01-24 07:00:00,45.3
2024-01-24 08:00:00,45.79
2024-01-24 09:00:00,48.61
2024-01-24 10:00:00,41.72
2024-01-24 11:00:00,34.34
2024-01-24 12:00:00,34.86
2024-01-24 13:00:00,25.96
2024-01-24 14:00:00,17.25
2024-01-24 15:00:00,17.03
2024-01-24 16:00:00,11.84
2024-01-24 17:00:00,14.67
2024-01-24 18:00:00,15.04
2024-01-24 19:00:00,20.29
2024-01-24 20:00:00,17.5
2024-01-24 21:00:00,17.99
2024-01-24 22:00:00,23.99
2024-01-24 23:00:00,18.22
2024-01-25 00:00:00,29.18
2024-01-25 01:00:00,34.39
2024-01-25 02:00:00,30.99
2024-01-25 03:00:00,41.68
2024-01-25 04:00:00,41.36
2024-01-25 05:00:00,40.31
2024-01-25 06:00:00,43.68
2024-01-25 07:00:00,47.79
2024-01-25 08:00:00,39.73
2024-01-25 09:00:00,37.25
2024-01-25 10:00:00,31.72
2024-01-25 11:00:00,26.63
2024-01-25 12:00:00,27.49
2024-01-25 13:00:00,18.25
2024-01-25 14:00:00,17.12
2024-01-25 15:00:00,12.06
2024-01-25 16:00:00,12.25
2024-01-25 17:00:00,10.02
2024-01-25 18:00:00,11.33
2024-01-25 19:00:00,6.91
2024-01-25 20:00:00,8.84
2024-01-25 21:00:00,8.81
2024-01-25 22:00:00,13.24
2024-01-25 23:00:00,19.05
2024-01-26 00:00:00,23.8
2024-01-26 01:00:00,22.38
2024-01-26 02:00:00,31.11
2024-01-26 03:00:00,35.42
2024-01-26 04:00:00,34.72
2024-01-26 05:00:00,40.37
2024-01-26 06:00:00,32.69
2024-01-26 07:00:00,30.54
2024-01-26 08:00:00,27.21
2024-01-26 09:00:00,34.44
2024-01-26 10:00:00,28.6
2024-01-26 11:00:00,22.65
2024-01-26 12:00:00,19.59
2024-01-26 13:00:00,11.3
2024-01-26 14:00:00,18.23
2024-01-26 15:00:00,8.01
2024-01-26 16:00:00,5.41
2024-01-26 17:00:00,5.62
2024-01-26 18:00:00,5.0
2024-01-26 19:00:00,5.0
2024-01-26 20:00:00,5.0
2024-01-26 21:00:00,8.26
2024-01-26 22:00:00,15.5
2024-01-26 23:00:00,17.43
2024-01-27 00:00:00,21.98
2024-01-27 01:00:00,19.49
2024-01-27 02:00:00,21.62
2024-01-27 03:00:00,27.28
2024-01-27 04:00:00,30.18
2024-01-27 05:00:00,34.78
2024-01-27 06:00:00,26.92
2024-01-27 07:00:00,36.08
2024-01-27 08:00:00,29.54
2024-01-27 09:00:00,26.38
2024-01-27 10:00:00,21.55
2024-01-27 11:00:00,16.06
2024-01-27 12:00:00,19.67
2024-01-27 13:00:00,13.61
2024-01-27 14:00:00,5.99
2024-01-27 15:00:00,5.0
2024-01-27 16:00:00,5.0
2024-01-27 17:00:00,8.19
2024-01-27 18:00:00,5.0
2024-01-27 19:00:00,5.0
2024-01-27 20:00:00,5.0
2024-01-27 21:00:00,6.8
2024-01-27 22:00:00,5.0
2024-01-27 23:00:00,14.52
2024-01-28 00:00:00,18.05
2024-01-28 01:00:00,24.91
2024-01-28 02:00:00,32.18
2024-01-28 03:00:00,33.33
2024-01-28 04:00:00,31.74
2024-01-28 05:00:00,30.95
2024-01-28 06:00:00,42.73
2024-01-28 07:00:00,34.92
2024-01-28 08:00:00,33.53
2024-01-28 09:00:00,31.28
2024-01-28 10:00:00,29.09
2024-01-28 11:00:00,24.71
2024-01-28 12:00:00,19.81
2024-01-28 13:00:00,16.28
2024-01-28 14:00:00,14.48
2024-01-28 15:00:00,10.12
2024-01-28 16:00:00,7.51
2024-01-28 17:00:00,8.76
2024-01-28 18:00:00,7.45
2024-01-28 19:00:00,13.54
2024-01-28 20:00:00,5.0
2024-01-28 21:00:00,16.77
2024-01-28 22:00:00,20.64
2024-01-28 23:00:00,14.6
2024-01-29 00:00:00,23.97
2024-01-29 01:00:00,28.07
2024-01-29 02:00:00,28.88
2024-01-29 03:00:00,34.17
2024-01-29 04:00:00,35.85
2024-01-29 05:00:00,46.23
2024-01-29 06:00:00,44.59
2024-01-29 07:00:00,45.37
2024-01-29 08:00:00,42.51
2024-01-29 09:00:00,34.86
2024-01-29 10:00:00,33.85
2024-01-29 11:00:00,33.55
2024-01-29 12:00:00,24.8
2024-01-29 13:00:00,26.99
2024-01-29 14:00:00,20.78
2024-01-29 15:00:00,17.53
2024-01-29 16:00:00,18.65
2024-01-29 17:00:00,16.59
2024-01-29 18:00:00,13.91
2024-01-29 19:00:00,19.21
2024-01-29 20:00:00,14.21
2024-01-29 21:00:00,21.9
2024-01-29 22:00:00,25.14
2024-01-29 23:00:00,26.25
2024-01-30 00:00:00,32.23
2024-01-30 01:00:00,31.57
2024-01-30 02:00:00,41.88
2024-01-30 03:00:00,41.83
2024-01-30 04:00:00,43.35
2024-01-30 05:00:00,49.71
2024-01-30 06:00:00,45.09
2024-01-30 07:00:00,42.6
2024-01-30 08:00:00,40.77
2024-01-30 09:00:00,44.98
2024-01-30 10:00:00,36.3
2024-01-30 11:00:00,41.87
2024-01-30 12:00:00,26.55
2024-01-30 13:00:00,34.07
2024-01-30 14:00:00,26.04
2024-01-30 15:00:00,22.05
2024-01-30 16:00:00,18.35
2024-01-30 17:00:00,19.7
2024-01-30 18:00:00,17.89
2024-01-30 19:00:00,21.82
2024-01-30 20:00:00,20.33
2024-01-30 21:00:00,22.79
2024-01-30 22:00:00,24.32
2024-01-30 23:00:00,28.81
2024-01-31 00:00:00,33.72
2024-01-31 01:00:00,31.48
2024-01-31 02:00:00,36.1
2024-01-31 03:00:00,45.39
2024-01-31 04:00:00,45.95
2024-01-31 05:00:00,46.27
2024-01-31 06:00:00,47.26
2024-01-31 07:00:00,47.6
2024-01-31 08:00:00,43.3
2024-01-31 09:00:00,40.05
2024-01-31 10:00:00,39.7
2024-01-31 11:00:00,32.38
2024-01-31 12:00:00,32.48
2024-01-31 13:00:00,22.07
2024-01-31 14:00:00,26.45
2024-01-31 15:00:00,21.47
2024-01-31 16:00:00,18.22
2024-01-31 17:00:00,18.68
2024-01-31 18:00:00,19.98
2024-01-31 19:00:00,18.3
2024-01-31 20:00:00,10.99
2024-01-31 21:00:00,14.81
2024-01-31 22:00:00,19.63
2024-01-31 23:00:00,24.93
2024-02-01 00:00:00,30.02
2024-02-01 01:00:00,29.9
2024-02-01 02:00:00,35.98
2024-02-01 03:00:00,35.98
2024-02-01 04:00:00,38.51
2024-02-01 05:00:00,37.34
2024-02-01 06:00:00,39.01
2024-02-01 07:00:00,36.92
2024-02-01 08:00:00,36.26
2024-02-01 09:00:00,39.66
2024-02-01 10:00:00,30.25
2024-02-01 11:00:00,37.08
2024-02-01 12:00:00,26.48
2024-02-01 13:00:00,21.37
2024-02-01 14:00:00,14.33
2024-02-01 15:00:00,15.6
2024-02-01 16:00:00,9.09
2024-02-01 17:00:00,9.39
2024-02-01 18:00:00,15.9
2024-02-01 19:00:00,8.15
2024-02-01 20:00:00,13.1
2024-02-01 21:00:00,9.64
2024-02-01 22:00:00,14.47
2024-02-01 23:00:00,23.23
2024-02-02 00:00:00,19.65
2024-02-02 01:00:00,30.58
2024-02-02 02:00:00,30.62
2024-02-02 03:00:00,29.66
2024-02-02 04:00:00,35.38
2024-02-02 05:00:00,37.66
2024-02-02 06:00:00,36.88
2024-02-02 07:00:00,29.56
2024-02-02 08:00:00,30.37
2024-02-02 09:00:00,29.21
2024-02-02 10:00:00,26.41
2024-02-02 11:00:00,24.68
2024-02-02 12:00:00,19.28
2024-02-02 13:00:00,10.67
2024-02-02 14:00:00,12.03
2024-02-02 15:00:00,9.45
2024-02-02 16:00:00,6.76
2024-02-02 17:00:00,6.68
2024-02-02 18:00:00,5.29
2024-02-02 19:00:00,5.0
2024-02-02 20:00:00,5.0
2024-02-02 21:00:00,5.0
2024-02-02 22:00:00,11.14
2024-02-02 23:00:00,14.01
2024-02-03 00:00:00,18.02
2024-02-03 01:00:00,17.19
2024-02-03 02:00:00,21.35
2024-02-03 03:00:00,30.82
2024-02-03 04:00:00,29.89
2024-02-03 05:00:00,33.54
2024-02-03 06:00:00,32.08
2024-02-03 07:00:00,31.58
2024-02-03 08:00:00,32.83
2024-02-03 09:00:00,26.11
2024-02-03 10:00:00,24.88
2024-02-03 11:00:00,19.63
2024-02-03 12:00:00,15.9
2024-02-03 13:00:00,12.46
2024-02-03 14:00:00,10.52
2024-02-03 15:00:00,5.41
2024-02-03 16:00:00,8.33
2024-02-03 17:00:00,5.0
2024-02-03 18:00:00,5.0
2024-02-03 19:00:00,5.0
2024-02-03 20:00:00,9.42
2024-02-03 21:00:00,8.21
2024-02-03 22:00:00,13.99
2024-02-03 23:00:00,10.22
2024-02-04 00:00:00,19.55
2024-02-04 01:00:00,25.49
2024-02-04 02:00:00,26.88
2024-02-04 03:00:00,33.15
2024-02-04 04:00:00,31.0
2024-02-04 05:00:00,38.5
